Title,Tags,Body,ViewCount,CreationDate,CommentCount,AnswerCount,PostType,AnswerTitle,AnswerBody
"Capture string in regex replacement","<regex><smalltalk><pharo>","<p>From what I can gather from the Pharo documentation on regex, I can define a regular expression object such as:</p>

<pre><code>re := '(foo|re)bar' asRegex
</code></pre>

<p>And I can replace the matched regex with a string via this:</p>

<pre><code>re copy: 'foobar blah rebar' replacingMatchesWith: 'meh'
</code></pre>

<p>Which will result in: `'meh blah meh'.</p>

<p>So far, so good. But I want to replace the <code>'bar'</code> and leave the prefix alone. Therefore, I need a variable to handle the captured parenthetical:</p>

<pre><code>re copy: 'foobar blah rebar' replacingMatchesWith: '%1meh'
</code></pre>

<p>And I want the result: <code>'foomeh blah remeh'</code>. However, this just gives me: <code>'%1meh blah %1meh'</code>. I also tried using <code>\1</code>, or <code>\\1</code>, or <code>$1</code>, or <code>{1}</code> and got the literal string replacement, <em>e.g.</em>, <code>'\1meh blah \1meh'</code> as a result.</p>

<p>I can do this easily enough in GNU Smalltalk with:</p>

<pre><code>'foobar blah rebar' replacingAllRegex: '(foo|re)bar' with: '%1meh'
</code></pre>

<p>But I can't find anywhere in the Pharo regex documentation that tells me how I can do this in Pharo. I've done a bunch of googling for Pharo regex as well, but not turned up anything. Is this capability part of the RxMatcher class or some other Pharo regex class?</p>
","770","2016-05-24 01:40:31","3","2","Question","","<p>After experimenting a bit with the <code>RxMatcher</code> class, I made the following modification to the <code>RxMatcher#copyStream:to:replacingMatchesWith:</code> selector:</p>

<pre><code>copyStream: aStream to: writeStream replacingMatchesWith: aString
    ""Copy the contents of &lt;aStream&gt; on the &lt;writeStream&gt;,
     except for the matches. Replace each match with &lt;aString&gt;.""

    | searchStart matchStart matchEnd |
    stream := aStream.
    markerPositions := nil.
    [searchStart := aStream position.
    self proceedSearchingStream: aStream] whileTrue: [ | ws rep |
        matchStart := (self subBeginning: 1) first.
        matchEnd := (self subEnd: 1) first.
        aStream position: searchStart.
        searchStart to: matchStart - 1 do:
            [:ignoredPos | writeStream nextPut: aStream next].

        ""------- The following lines replaced: writeStream nextPutAll: aString ------""
        ""Do the regex replacement including lookback substitutions""
        writeStream nextPutAll: (aString format: self subexpressionStrings).
        ""-------""

        aStream position: matchEnd.
        ""Be extra careful about successful matches which consume no input.
        After those, make sure to advance or finish if already at end.""
        matchEnd = searchStart ifTrue: 
            [aStream atEnd
                ifTrue: [^self ""rest after end of whileTrue: block is a no-op if atEnd""]
                ifFalse:    [writeStream nextPut: aStream next]]].
    aStream position: searchStart.
    [aStream atEnd] whileFalse: [writeStream nextPut: aStream next]
</code></pre>

<p>And then ""accessing"" category:</p>

<pre><code>subexpressionStrings
   ""Create an array of lookback strings""
   | ws |
   ws := Array new writeStream.
   2 to: (self subexpressionCount) do: [ :n | | se |
      ws nextPut: ((se := self subexpression: n) ifNil: [ '' ] ifNotNil: [ se ]) ].
   ^ws contents.
</code></pre>

<p>With this modification, I can do a lookback in the replacement string using the Smalltalk <code>String#format:</code> pattern for arguments:</p>

<pre><code>re := '((foo|re)ba(r|m))' asRegex
re copy: 'foobar meh rebam' replacingMatchesWith: '{2}bu{3} (was {1})'
</code></pre>

<p>Results in:</p>

<pre><code>'foobur (was foobar) meh rebum (was rebam)'
</code></pre>
"
"ThreadLocal-like in Pharo Smalltalk","<multithreading><smalltalk><pharo><thread-local>","<p>Is there an equivalent in Pharo for <a href=""https://docs.oracle.com/javase/7/docs/api/java/lang/ThreadLocal.html"" rel=""noreferrer"">ThreadLocals</a> of Java, or a way to achieve similar behavior? For example, in Hibernate ThreadLocals are used to provide a thread (current request/context) ""scoped"" unity of work instance — named Session on Hibernate — through a single getCurrentSession method call. The developer don't need to worry and just believe that the method will return the right unit of work. Is that possible on Pharo?</p>

<p>I skimmed for this on Pharo Books (Pharo by example, Pharo enterprise and Deep Pharo) and <a href=""http://pillarhub.pharocloud.com/hub/Uko/concurrentProgrammingInPharo"" rel=""noreferrer"">in this page</a>, but couldn't find useful information. </p>
","770","2017-02-27 15:17:37","0","1","Question","","<p>in Pharo, you use a subclass of <code>ProcessLocalVariable</code>.
For example: </p>

<pre><code>""Create a class to store you variable""
ProcessLocalVariable subclass: #MyVariable.

""Use it like this""
MyVariable value: myValue.

""Inside your code, access to current value like this""
MyVariable value.  
</code></pre>

<p>Notice that even more powerful than thread local variables you have ""dynamic variables"" which are relative to the execution stack (more precise than threads) 
You use it like this:  </p>

<pre><code>""Create a class to store you variable""
DynamicVariable subclass: #MyVariable.

""Use it like this""
MyVariable 
    value: myValue 
    during: [ 
        ""... execute your code here... usually a message send""
        self doMyCode ].

""Inside your code, access to current value like this""
MyVariable value.  
</code></pre>

<p>This kind of variables offers same functionality (they are even more powerful) and are usually best replacement.</p>
"
"Co-occurrence of elements in collections","<smalltalk><pharo><idioms>","<p>I have an Array of Arrays of Strings like</p>

<pre><code>#(#('smalltalk' 'pharo' 'cool')
  #('smalltalk' 'pharo' 'new')
  #('smalltalk' 'cool'))
</code></pre>

<p>and want to count the co-occurrencies of Strings in the different collections, so I would get the following information:</p>

<blockquote>
  <p>smalltalk, pharo, 2<br>
  smalltalk, cool, 2<br>
  smalltalk, new, 1<br>
  pharo, cool, 1<br>
  pharo, new, 1<br>
  cool, new, 0 (0 occurences are optional)</p>
</blockquote>

<p>What would be the <em>most idiomatic</em> use of Smalltalk's (Pharo's) collection methods to gather this data? (The result could be stored in some simple object with element1, element2 and count variables.)</p>

<p>I can come up with some simple solution, but as with similar problems in the past, I find, that I miss a beautiful Smalltalk solution and do some stupid loops instead.</p>
","768","2015-11-17 14:12:24","1","2","Question","","<p>I see nothing that idiomatic, this is a relatively complex operation, I would decompose into these operations (prototype code) :</p>

<pre><code>countAssociatedPairsIn aCollection
    | set pairs |
    set := aCollection flattenAllElementsInto: Set new.
    pairs := set generateAllPairs.
    ^pairs collect: [:pair | pair -&gt; (aCollection count: [:associations | associations includesAll: pair])]
</code></pre>

<p>If you want to sort by count, then it's just another sortedBy: #value</p>

<p>If you just print but not collect:, you can turn some loops in do:</p>

<p>It remains to implement flattenAllElementsInto: (easy, something like flattened asSet), and generateAllPairs (or some kind of allPairsDo: if you just print, there is SequenceableCollection>>#combinations:atATimeDo: which is convenient enough for this task).</p>

<pre><code>countAssociatedPairsIn aCollection
    | items |
    items:= aCollection flattened asSet asArray sorted.
    items combinations: 2 atATimeDo: [:pair |
        Transcript cr;
            print: pair; nextPutAll: '-&gt;';
            print: (aCollection count: [:associations | associations includesAll: pair]);
            flush]
</code></pre>
"
"Cannot Install Squeak and Pharo Smalltalk on Mac OS X 10.9","<smalltalk><pharo><squeak>","<p>I cannot manage to install Squeak and Pharo Smalltalk on Mac OS X 10.9.</p>

<p>as general a smalltalk system is composed of three elements; a VM, an image(if any changes to image then a changes file), and a sources file. </p>

<p>on squeak page
I have downloaded all in one linked file, but it does to include an .image or .sources. it includes a  .app. on the page this is mentioned to be the VM on mac, and it is mentioned to include all files one require. anyway double clicking does not launch smalltalk.</p>

<p>on pharo page
similar promise but does not launch again. it says download that file it includes everything necessary and just run the executable. but it includes .image .changes and .sources files in sub directory of /Pharo2.0.app/Contents/Resources.</p>

<p>Am I doing something wrong?</p>

<p>UPDATE:
for squeak I have also found the .image .change and .sources files in some sub directory of the all-in-one. Should i, both for pharo and squeak, move these files to the same directory with the .app file.
UPDATE:
i have tried so. no change.</p>

<p>UPDATE:
because it is not signed upon first launch i modify settings to launch it authorizing as admin user one time. no problem with that.</p>
","768","2014-01-08 02:32:15","12","3","Question","","<p>The problem emerged from the fact that the application I had downloaded from Squeak or Pharo websites were not executable in my computer.</p>

<p>Issuing a change mod add executable command from terminal solves the problem for each one.</p>

<pre><code>chmod +x /path/to/smalltalk/squeak/or/pharo/apps
</code></pre>
"
"Pharo: read byte from Arduino serial port","<serial-port><arduino><smalltalk><pharo>","<p>I have an Arduino hanging off /dev/ttyUSB1, communicating at 115kbaud. The statements below work fine up to the 's next' method call, where Pharo hangs. The Arduino responds to the '99' command by sending a single character $1 back to the computer. If I pull out the cable, the program continues and s contains the character $1 just like it should, but not until I pull out the cable. So it's my impression that 's next' does not return after it reads just a single byte (ok, sure, there's nothing that says it should return after reading a single byte). How do I read a single byte from a stream in Pharo? Or how do I open a read/write byte stream? I haven't found anything in the source classes that seem to do this. I've tried setting the stream to ascii, to binary, to text, and it doesn't change the behavior.</p>

<pre><code>s := FileStream oldFileNamed: '/dev/ttyUSB1'.
s readWrite.
s nextPutAll: '99'. ""'99' is successfully received by Arduino""
s next.             ""hangs here""
s close.
</code></pre>

<p>Thanks for your help.</p>
","767","2013-10-01 22:37:12","0","2","Question","","<p>Take a look at the class side of FileStream. There you'll notice that you are getting a MultiByteStream (the concreteStream) when asking Filestream for an oldFileNamed:.
There can be a TextConverter or buffer involved. open:forWrite: of MultiByteStream is called, and that calls super. StandardFileStream>open:forWrite: calls enableReadBuffering.</p>

<p>You probably want to call disableReadBuffering on your stream.</p>
"
"Smalltalk: right way for custom construction","<initialization><smalltalk><pharo><metaclass>","<p>What book best describes right way to make custom constructors ?</p>

<p>For example, I want special file system (emulatied in RDBMS storage).</p>

<pre><code>Object subclass: #C1_Object
C1_Object subclass: #C1_File
    instanceVariableNames: 'stream name'
</code></pre>

<p>Use case:</p>

<ol>
<li><code>C1_File new: 'blablabla'</code></li>
</ol>

<p>or</p>

<ol start=""2"">
<li><code>C1_File create: 'blablabla'</code></li>
</ol>

<p>(1) looks native, but
I have seen recommends don't override system allocation mechanics.</p>

<p>Next step: what is better</p>

<pre><code>C1_File class&gt;&gt;create: aFileName
    ^ self new initialize: aFileName
C1_File&gt;&gt;initialize: aFileName
    name := aFileName.
    stream := C1_FileStream forceNewFileNamed: aFileName.
</code></pre>

<p>or</p>

<pre><code>C1_File class&gt;&gt;create: aFileName
    | instance |
    instance := super new.
    instance name: aFileName.
    instance stream: ( C1_FileStream forceNewFileNamed: aFileName ).
    ^ instance initialize
C1_File&gt;&gt;initialize
    ^ super initialize
</code></pre>
","765","2017-04-28 06:07:34","1","3","Question","","<blockquote>
  <p>What book best describes right way to make custom constructors ?</p>
</blockquote>

<p><strong>Kent Beck's Smalltalk Best Practice Patterns</strong> (which I highly recommend to keep at hand for reference) contains around 100 Smalltalk patterns, among which is also</p>

<ul>
<li>Constructor Method</li>
<li>Constructor Parameter Method</li>
<li>Shortcut Constructor Method</li>
</ul>

<p>All of them discuss various aspects of object creation and parameter passing, however the common theme is increased understanding and clarity (and intention revealing selectors, which is another pattern).</p>

<p>When you have</p>

<pre><code>C1_File create: 'blablabla'
</code></pre>

<p>it is not clear what is actually going to happen; is <code>C1_File</code> going to create <code>blablabla</code>? What would that mean? As Esteban pointed out, it is better to name the argument... <code>C1_File named: 'blablabla'</code>; now I know what is going to happen.</p>

<blockquote>
  <p>(1) looks native, but I have seen recommends don't override system allocation mechanics.</p>
</blockquote>

<p>You would have to mess with <code>#basicNew</code> to mess with allocation mechanics. If you look at implementation of <code>#new</code>, it actually doesn't do much.</p>

<pre><code>Behavior&gt;&gt;new
    ^ self basicNew initialize
</code></pre>

<p>There also plenty of examples in the system:</p>

<ul>
<li><code>OrderedCollection with: anItem</code></li>
<li><code>Color fromString: '#AC13D9'</code> or <code>Color r: 0.2 g: 0.5 b: 0.1</code></li>
<li><code>Point x: 10 y: 17</code></li>
<li>Readers/Writers often use <code>on:</code>.. <code>STONReader on: aReadStream</code></li>
</ul>

<p>Note that the book mentioned in the beginning doesn't just show how to create a basic constructor, but also discusses other problems and challenges of the instance creation itself (e.g. when you have multiple different constructors to not blow up you method protocol, etc.)</p>

<p><strong>Class-side vs instance-side</strong> - more of an addendum for Esteban's answer:</p>

<p>Keep the amount of regular behavior on the class-side to minimum; the class-side is primarily for meta-behavior --- managing the class itself, not doing the actual work.</p>
"
"How can I change the font in a CommandShell window in pharo or squeak?","<smalltalk><pharo><squeak>","<p>In Pharo and Squeak, if it's installed you can type <code>CommandShell open.</code> and it will open a command window which is basically like a ""bash shell"" or ""terminal window"", but it is using a nearly microscopic sized default font.  I can't seem to figure out how to change it. </p>

<p>I figured out that the general approach in smalltalk is to browse the implementation of a class and see if you can find out something you could say to the class to tell it what you want, or some way you could modify the class so it answers something different to some other class, causing the desired effect. Something like <code>anInstanceOfCommandShell someViewOrControllerThingy setDefaultFont:blahblahblah</code> or something like that.</p>

<p>It seems a CommandShell uses a ShellWindowMorph and that it accepts a setFont message. I'm rather new in Smalltalk and Squeak, and have no idea what to do next.</p>

<p>I'm using Pharo 2.0 but if someone knows how to do it in Squeak I'm sure it would be about the same.</p>

<p>Note that I've found the settings of pharo and that the regular settings changes affect the main transcript window, but do not affect the special <code>CommandShellTranscript</code> or its contents in any way.</p>

<p><img src=""https://i.sstatic.net/1sGli.png"" alt=""enter image description here""></p>

<p>The code I use to change the rest of the fonts programmatically was this answer from <a href=""https://stackoverflow.com/questions/574873/how-can-i-easily-change-to-native-fonts-in-smalltalk-squeak-pharo"">another question.</a> which says to do this:</p>

<pre><code>|font codeFont|

font := LogicalFont familyName: 'Consolas' pointSize: 10.
codeFont := LogicalFont familyName: 'Consolas' pointSize: 9.
StandardFonts listFont: codeFont.
...
</code></pre>
","761","2013-03-19 01:23:24","2","2","Question","","<p>You may override the ShellWindowMorph default #textStyle by the following one:</p>

<pre><code>textStyle
    "" Answer a font for the text morph""

    ^ TextStyle default
</code></pre>

<p>The window should have a way to set the font directly from the shell menu (the top right arrow) or from the Settings Browser. You may modify any morph property by bringing the ""Halo"" menu over the morph you are interested (Alt+Shift+Left Click under MS Windows) and select the red icon. Then select Debug -> Explore morph and set the text style directly from the Explorer:</p>

<pre><code>self textMorph setTextStyle: TextStyle default
</code></pre>
"
"How do we deploy a Pharo seaside web application?","<cloud><smalltalk><pharo><seaside><pharo-5>","<p>I know there is a good explanation in the book Entreprise Pharo for deployment production over a Linux server. I followed the tutorial and was able to deploy the same project. However the project contained only a simple class 'MyFirstWebApp' and did not include Seaside framework. The run script was as followed:</p>

<p><code>ZnServer defaultOn: 8080.
ZnServer default logToStandardOutput.
ZnServer default delegate
   map: 'image'
     to: MyFirstWebApp new;
   map: 'redirect-to-image'
     to: [ :request | ZnResponse redirect: 'image' ];
   map: '/'
     to: 'redirect-to-image'.
ZnServer default start</code>.</p>

<p>What about if you have a project with many classes using Seaside framework? I repeated the same procedure for my own Seaside project but I get a message error <code>WARequestContextNotFound</code> when I launch the run.st script with the following command <code>./pharo myapp.image run.st</code>. Any idea?</p>
","758","2018-04-25 20:39:19","0","1","Question","",""
"Pharo: Refers to class name instead of ""self class""","<smalltalk><pharo>","<p>I have a simple class <code>Amount</code> with the fields <code>value</code> and <code>unit</code> and corresponding accessors. Now I want to create a class method for constructing amount objects like this:</p>

<pre><code>value: aValue unit: anUnit
| amount |
amount := Amount new .
amount value: aValue ; unit: anUnit .
^ amount
</code></pre>

<p>I get the warning message <code>Refers to class name instead of ""self class""</code>. How can I improve this? I tried <code>amount := (self class) new</code> but then I get the error <code>A Metaclass should only have one instance!</code>. (Note that I am very new to Pharo and Smalltalk)</p>
","757","2018-03-23 08:35:15","0","1","Question","","<blockquote>
  <p>Refers to class name instead of ""self class""</p>
</blockquote>

<p>is a hint, that suggests you use</p>

<pre><code>amount := self new.
</code></pre>

<p>instead of</p>

<pre><code>amount := Amount new.
</code></pre>

<p>As your method is a <strong>class method</strong>, <code>self</code> refers to the class.</p>

<p>In a class method, <code>(self class) new</code> would (in your example) be the same as <code>Amount class new</code>. The class of a class (Amount) is a Metaclass, thus the error message you quoted.</p>
"
"How do I lookup which class implements a method in Pharo?","<smalltalk><pharo>","<p>Newbie here, going through <em>""Pharo by Example""</em>. The book mentions an example of <code>EllipseMorph new openInWorld</code> result in a call to <code>Morph openInWorld</code>, while <code>EllipseMorph defaultColor</code> is an overridden message: how do I figure this out using the System Browser or something else? </p>

<p>The usual <em>find method</em> way only finds matches in the immediately selected class. Is it possible in general to lookup which class will respond to (say) <code>Foo bar</code>?</p>

<p><em>Update</em>:
Thanks for all the suggestions (Finder, Spotter); the Debugger is the most eye-opening of the tools I've encountered yet!</p>
","754","2015-09-25 07:25:50","1","2","Question","","<p>Smalltalk offers lots of tools and browsers that can help you with this. If you already know the name of the message, you can:</p>

<ul>
<li>use spotter (<kbd>Shift</kbd>+<kbd>Enter</kbd>) to type it in and see all senders and implementers, and select one to browse it.</li>
<li>while looking at a method in a browser, click on the small green up/down triangles to the left of the method name indicating implementations up and/or down the hierarchy, respectively, to open a browser on them.</li>
<li>select the name of the message (nearly) anywhere and type <kbd>CMD</kbd>+<kbd>M</kbd> to see the i<strong>m</strong>plementors and <kbd>CMD</kbd>+<kbd>N</kbd> to see the se<strong>n</strong>ders.</li>
</ul>

<p>In this case you could also type <code>EllipseMorph new openInWorld</code> in a playground and select <em>Debug-It</em> from the menu. That will open a debugger with the selection on <code>new</code>. If you click on <em>into</em>, the top line changes to <code>EllipseMorph class(Behavior) new</code>. That indicates that the <code>new</code> from <code>Behavior</code> is used here. If you continue stepping with <em>into</em> (2 times), you'll see it change to <code>EllipseMorph(BorderedMorph) initialize</code>. By just following the trace of messages sent, you can see where everything is implemented.    </p>
"
"How to set Pharo keyboard shortcut for switching windows?","<pharo><morphic>","<p>I have read that in Pharo it's possible to switch between windows using Alt-Tab. But I've never been able to test this, because both OSes I commonly use capture Alt-Tab and use it for their own window switching.</p>

<p>I can't find a listing for Alt-Tab in the system Keymap Browser. Where is the key to switch windows defined, and how can I change it?</p>

<p>EDIT: I'd also love a ""here's how you could have found out for yourself"" type answer.</p>
","753","2015-05-15 16:38:41","0","3","Question","","<p>well... you hit one of our weaker spots :)</p>

<p>Keybindings are not in his best shape, but:</p>

<ul>
<li>Actually, alt+tab is already set to ""switch window"" activity. The problem is that does not work all the time (for example, it does not work on Playground). </li>
<li>This is because there are some hardcoded logic there, who we are removing slowly from the system (some of those parts have more than 15yrs since they come from before Pharo has born). </li>
<li>Someone (probably in a failed attempt to fix the playground, or the hardcodes) forget a halt in the method who creates a new preview window... so even if you reach that part of the system, you will have a debugger. Of course, you will be able to restore correct behaviour by just removing the breakpoint, but that will not correct the fact ""switch windows"" will not be available everywhere. </li>
<li>I opened a bug entry for it: <a href=""https://pharo.fogbugz.com/f/cases/15546"" rel=""nofollow"">https://pharo.fogbugz.com/f/cases/15546</a>, in case you want to follow the issue (you will need an account there, I'm sorry for that). </li>
</ul>

<p>In any case, we are moving out this hardcode stuff, and you can check all currently available settings going to <strong>World Menu/System/Keymap Browser</strong> (they are a lot, we are also playing with ideas on how to show better this combinations... emacs style, popup notifications, etc.)</p>
"
"Nested ""if"" (AKA ""switch"") in Smalltalk (Pharo)","<smalltalk><pharo>","<p>I need to populate the matrix (stored as an array of arrays) with some values. The matrix is a Jacobian for a simple diffusion problem and looks like this:</p>

<pre><code>J(1,1) = 1, J(N,N)=0
</code></pre>

<p>and for <code>1&lt;n&lt;N</code>:</p>

<pre><code>J(n,n) = -2k/dx^2 - 2*c(n)
J(n,n-1)=J(n,n+1) = k/dx^2
</code></pre>

<p>the rest of the matrix entries are zeros.</p>

<p>So far I have this monstrosity:</p>

<pre><code>(1 to: c size) collect: [ :n |
                (1 to: c size) collect: [ :m |
                    n = 1 | (n = c size)
                        ifTrue: [ m = n ifTrue: [ 1.0 ] ifFalse: [ 0.0 ] ]
                        ifFalse: [ m = n
                            ifTrue: [ -2.0 * k / dx squared - (2.0 * (c at: n)) ]
                            ifFalse: [ m = (n-1) | (m = (n+1))
                                ifTrue: [ k / dx squared ]
                                ifFalse: [ 0.0 ] ] ]
                    ] ]
</code></pre>

<p>Notice the nested ""if-statements"" (Smalltalk equivalents). This works. But, is there, perhaps, a more elegant way of doing the same thing? As it stands now, it is rather unreadable.</p>
","743","2016-04-26 17:04:47","2","2","Question","","<p>For readability's sake I would consider sacrificing the extra <code>O(n)</code> time and avoid IFs altogether (which just make it even faster...).</p>

<pre><code>J(N,N) = 0
J(1,1) = 1
//and for 1&lt;n&lt;N:
J(n,n) = Y(n)
J(n,m-1) = J(n,m+1) = X
</code></pre>

<p>What this tells me is that the whole matrix looks something like this</p>

<pre><code>( 1 X 0 0 0 )
( X Y X 0 0 )
( 0 X Y X 0 )
( 0 0 X Y X )
( 0 0 0 X 0 )
</code></pre>

<p>Which means that I can create the whole matrix with just zeros, and then change the diagonal and neighboring diagonals.</p>

<pre><code>jNM := [ k / dx squared ].
jNN := [ :n | -2.0 * k / dx squared - (2.0 * (c at: n)) ].

n := c size.
m := Matrix
    new: n 
    tabulate: [:i :j | 0 ].
(1 to: n - 1) do: [ :i |
    m at: i at: i put: (jNN value: i).
    m at: i + 1 at: i put: jnM value.
    m at: i at: i + 1 put: jnM value.
].
m at: 1 at: 1 put: 1.
</code></pre>

<p>Note: I'm not familiar with the math behind this but the value for <code>J(n,m-1)</code> seems like a constant to me.</p>

<p>Note 2: I'm putting the values at <code>i + 1</code> indexes, because I am starting at position <code>1;1</code>, but you can start from the opposite direction and have <code>i-1</code>.</p>
"
"How do I match [ in a Smalltalk regular expression?","<regex><smalltalk><pharo>","<p>I want to match <code>[</code> in a regular expression in Pharo 6.</p>

<p>This works fine:</p>

<pre><code>| matcher |
matcher := RxMatcher forString: '\['.
matcher matches: '['. ""produces true""
</code></pre>

<p>However, I can't see how to do this inside a <code>[]</code>. Neither <code>[[]</code> nor <code>[\[]</code> work.</p>

<p>I can match closing <code>]</code> fine with <code>[]]</code>, but I can't work out how to do this with <code>[</code>.</p>
","741","2017-08-22 17:49:32","3","2","Question","","<h2>Unsupported</h2>

<p>Looking at the implementation of <code>RxParser&gt;&gt;atom</code> and <code>RxParser&gt;&gt;characterSet</code>, escaping characters in the range set is simply not supported.</p>

<p>According to the documentation, other ""special"" characters (^,-,]) can be handled only by a specific placement within the set so not to trigger parsing of a different branch.</p>

<h2>Workaround</h2>

<p>A workaround would be to split the range set into or-ed group, e.g.</p>

<pre><code>[[a-z]
</code></pre>

<p>into</p>

<pre><code>(\[|[a-z])
</code></pre>

<h2>Better Tool</h2>

<p>Note that Pharo users are typically directed to use PetitParser instead of regular expressions for text parsing, as PetitParser is easier to manage and debug. A sort of more object-oriented take on regular expressions to say the least.</p>
"
"How to get started with git / github support for Monticello?","<git><version-control><github><smalltalk><pharo>","<p>I've read recently that <strong>git</strong> / <strong>github</strong> support has been added to <strong>Monticello</strong>.</p>

<p>I have also seen some Smalltalk projects published in github. Like:</p>

<p><a href=""https://github.com/timfel/ratpack"">https://github.com/timfel/ratpack</a></p>

<p>My questions:</p>

<ul>
<li>How to get started?</li>
<li>What do I need to install in order to load/save projects from/to github?</li>
</ul>
","735","2012-12-03 10:39:47","0","3","Question","","<ul>
<li><a href=""https://github.com/dalehenrich/filetree"">FileTree</a> a monticello based implementation for the <a href=""https://github.com/CampSmalltalk/Cypress"">Cypress package format</a></li>
<li><a href=""http://ss3.gemstone.com/ss/FSGit-Experimental.html"">FS-Git</a> a git implementation for FileSystem (with experimental support for Monticello versioning)</li>
<li><a href=""https://github.com/timfel/gitocello"">Gitocello</a> is another Monticello/Export interaction tool</li>
</ul>

<p>Except for FS-Git (which is in experimental mode) all these tools require a slightly different workflow than Monticello. FileTree and Gitocello ""just"" export the Smalltalk sources with additional meta-data to files. You then still have to go to the command-line and <code>commit; push</code> these changes.</p>
"
"Compiling Pharo to C?","<compilation><smalltalk><pharo>","<p>It is said that Pharo's VM (CogVM) is developed, tested, profiled and etc in Smalltalk, but then the Smalltalk code is transcompiled to C, which is then compiled along side with some OS abstraction C code using the default system C compiler. </p>

<p>Well, I'd like to do a similar thing, I wan't to develop, test and profile code using Pharo, but then compile it to C. How can I do it? How the compilation to C works? Does Pharo comes with a Smalltalk to C transcompiler? How can I invoke it? Does it compile the full Smalltalk, or I have to use some kind of a Smalltalk subset? Is there any good documentation about it?</p>
","729","2015-03-10 15:15:53","0","2","Question","","<p>The Pharo VM is <a href=""https://github.com/pharo-project/pharo-vm"" rel=""nofollow noreferrer"">hosted on github</a>.
Follow the steps to build it and you'll get a Smalltalk image called &quot;generator.image&quot; which you can run (it's a regular image). Inside of that image you'll find the VMMaker package which is responsible for generating the C code from the special Smalltalk dialect used for this (which is called Slang; it's a subset of Smalltalk). Look at the code in the generator image to get a feel for what it does. There's also some information contained in the workspaces that are open when you first open the image.</p>
<p>As soon as you have the C sources it's basically straight forward C compilation (which we do with Cmake + gcc / clang).</p>
<p>As for documentation: you should probably read the <a href=""http://www.amazon.de/Smalltalk-80-Language-Implementation-Adele-Goldberg/dp/0201113716/ref=sr_1_4?ie=UTF8&amp;qid=1426003922&amp;sr=8-4&amp;keywords=adele%20goldberg"" rel=""nofollow noreferrer"">Blue Book</a>.</p>
<h3>clarifiation</h3>
<p>As @Leandro Caniglia points out in the comment, the purpose of Slang is to generate C source code for the VM. It has been designed to ease translation to C. That <strong>does not</strong> mean that:</p>
<ul>
<li>arbitrary Smalltalk code can be translated to C using the generating mechanism</li>
<li>arbitrary Smalltalk code can be rewritten in Slang (at least not &quot;easily&quot;)</li>
</ul>
"
"What is the difference between classVariableNames: '' and instanceVariableNames: '' when setting up a Singleton in Pharo Smalltalk?","<smalltalk><pharo>","<p>One is located on the instance side:</p>

<pre><code>Object subclass: #MyClass
    instanceVariableNames: ''
    classVariableNames: ''
    category: 'MyApp'
</code></pre>

<p>The other accessible on the class side:</p>

<pre><code>MyClass class
    instanceVariableNames: ''
</code></pre>
","725","2016-03-25 08:25:38","2","2","Question","","<p>Here goes, I found bits of information here and there.</p>

<p>Managed to find a good explanation here, pasted in a few lines for reference purposes. People should read the entire column.
<a href=""http://esug.org/data/Articles/Columns/EwingPapers/cvars&amp;cinst_vars.pdf"" rel=""nofollow"">http://esug.org/data/Articles/Columns/EwingPapers/cvars&amp;cinst_vars.pdf</a></p>

<blockquote>
  <p>Classes that use class variables can be made more reusable with a few
  coding conventions. These coding conventions make it easier to create
  subclasses. Sometimes developers use class variables inappropriately.
  Inappropriate use of class variables results in classes that are
  difficult to subclass. Often, the better implementation choice for a
  particular problem is a class instance variable instead of a class
  variable. </p>
  
  <p>What are class variables? Classes can have </p>
  
  <p>• class
  variables, and </p>
  
  <p>• class instances variables. </p>
  
  <p>Class variables are
  referenced from instance and class methods by referring to the name of
  the class variable. Any method, either a class method or an instance
  method can reference a class variable.</p>
</blockquote>
"
"Smalltalk: what's the difference between ""&"" and ""and:""","<smalltalk><pharo>","<p>I just started learning Smalltalk at uni.</p>
<p>I would like to know the difference between the messages <code>&amp;</code> and <code>and:</code> (just like <code>|</code> and <code>or:</code>)</p>
","719","2021-09-14 22:20:34","0","2","Question","",""
"How to get a specific number of random elements from a collection in Smalltalk?","<random><collections><smalltalk><pharo>","<p>How can I elegantly get a specific number (>1) of distinct, random elements from a collection?</p>
","719","2016-02-26 10:49:14","0","2","Question","","<p>This is something that I think looks more or less nice, but is not as efficient as it can be:</p>

<pre><code>yourCollection asSet asOrderedCollection shuffled first: numberOfElements
</code></pre>
"
